id,dbXRefs,ICD10,All_ICD_counts,f41202_ICD_counts,ICD10_all_freq
MONDO_0016657,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0016874,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0016909,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0016914,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0017504,Q72.3,Q72,1.0,0.0,0.0001989590462699158
MONDO_0018266,G11.3,G11,1.0,0.0,0.0001989590462699158
MONDO_0018570,E83.3,E83,214.0,14.0,0.04257723590176198
MONDO_0019507,K00.5,K00,1.0,0.0,0.0001989590462699158
EFO_0000621,C74.9,C74,46.0,27.0,0.009152116128416127
MONDO_0016112,G71.8,G71,5.0,2.0,0.000994795231349579
MONDO_0016531,Q45.8,Q45,18.0,4.0,0.0035812628328584844
MONDO_0017114,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0017754,E80.2,E80,21.0,5.0,0.004178139971668232
MONDO_0017754,E80.0,E80,2.0,0.0,0.0003979180925398316
MONDO_0017754,E80.4,E80,393.0,2.0,0.07819090518407691
MONDO_0017754,E80.6,E80,30.0,2.0,0.005968771388097474
MONDO_0017754,E80.7,E80,8.0,0.0,0.0015916723701593265
MONDO_0017754,E80.1,E80,20.0,13.0,0.003979180925398316
MONDO_0019153,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0019335,E70.1,E70,1.0,0.0,0.0001989590462699158
MONDO_0019443,Q20.3,Q20,5.0,3.0,0.000994795231349579
MONDO_0019739,D58.8,D58,2.0,1.0,0.0003979180925398316
MONDO_0013837,E88.8,E88,25.0,8.0,0.004973976156747895
MONDO_0016598,D75.1,D75,352.0,215.0,0.07003358428701036
MONDO_0017183,E16.1,E16,50.0,30.0,0.00994795231349579
MONDO_0017463,Q74.2,Q74,30.0,19.0,0.005968771388097474
MONDO_0017548,Q74.0,Q74,25.0,13.0,0.004973976156747895
MONDO_0018114,Q75.0,Q75,3.0,1.0,0.0005968771388097474
MONDO_0019713,Q72.9,Q72,2.0,0.0,0.0003979180925398316
MONDO_0019713,Q72.0,Q72,1.0,0.0,0.0001989590462699158
MONDO_0019713,Q72.8,Q72,5.0,2.0,0.000994795231349579
MONDO_0019713,Q71.8,Q71,2.0,0.0,0.0003979180925398316
MONDO_0019713,Q71.9,Q71,5.0,0.0,0.000994795231349579
MONDO_0019713,Q71.3,Q71,3.0,0.0,0.0005968771388097474
MONDO_0019713,Q72.3,Q72,1.0,0.0,0.0001989590462699158
MONDO_0019713,Q71.0,Q71,3.0,0.0,0.0005968771388097474
MONDO_0019713,Q71.1,Q71,1.0,0.0,0.0001989590462699158
MONDO_0019713,Q73.0,Q73,1.0,0.0,0.0001989590462699158
MONDO_0019713,Q71.6,Q71,2.0,0.0,0.0003979180925398316
MONDO_0019713,Q73.1,Q73,1.0,0.0,0.0001989590462699158
MONDO_0019855,E03.1,E03,13.0,0.0,0.0025864676015089055
EFO_0002429,D45,D45,503.0,370.0,0.10007640027376764
EFO_0002429,D45,D45,503.0,370.0,0.10007640027376764
EFO_0002501,C79.1,C79,76.0,28.0,0.0151208875165136
EFO_0002501,C71.9,C71,360.0,242.0,0.07162525665716969
EFO_0002501,C79.1,C79,76.0,28.0,0.0151208875165136
EFO_0003869,D24,D24,1797.0,1621.0,0.3575294061470387
MONDO_0013038,Q87.3,Q87,2.0,1.0,0.0003979180925398316
MONDO_0014248,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0014423,D81.1,D81,1.0,1.0,0.0001989590462699158
MONDO_0016360,D69.4,D69,46.0,17.0,0.009152116128416127
MONDO_0017047,G60.8,G60,51.0,26.0,0.010146911359765707
MONDO_0017423,Q71.6,Q71,2.0,0.0,0.0003979180925398316
MONDO_0017547,Q66.8,Q66,113.0,62.0,0.022482372228500486
MONDO_0017738,E74.0,E74,13.0,5.0,0.0025864676015089055
MONDO_0017983,Q74.0,Q74,25.0,13.0,0.004973976156747895
MONDO_0017984,Q75.0,Q75,3.0,1.0,0.0005968771388097474
MONDO_0018967,E23.0,E23,344.0,187.0,0.06844191191685103
MONDO_0019846,E23.2,E23,114.0,29.0,0.0226813312747704
MONDO_0019917,Q99.8,Q99,20.0,4.0,0.003979180925398316
MONDO_0013170,Q82.8,Q82,86.0,52.0,0.01711047797921276
MONDO_0013485,G11.8,G11,2.0,1.0,0.0003979180925398316
MONDO_0013559,E70.3,E70,15.0,2.0,0.002984385694048737
MONDO_0013782,I15.1,I15,112.0,2.0,0.02228341318223057
MONDO_0014077,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0015087,G11.4,G11,29.0,12.0,0.0057698123418275585
MONDO_0016419,C50.6,C50,86.0,38.0,0.01711047797921276
MONDO_0016419,C50.1,C50,727.0,413.0,0.1446432266382288
MONDO_0016419,C50.4,C50,4412.0,2354.0,0.8778073121428686
MONDO_0016419,C50.8,C50,1255.0,538.0,0.24969360306874433
MONDO_0016419,C50.2,C50,1334.0,701.0,0.2654113677240677
MONDO_0016419,C50.5,C50,874.0,444.0,0.1738902064399064
MONDO_0016419,C50.0,C50,218.0,143.0,0.043373072086841644
MONDO_0016419,C50.3,C50,720.0,379.0,0.14325051331433938
MONDO_0016551,Q62.2,Q62,9.0,3.0,0.0017906314164292422
MONDO_0017003,Q99.8,Q99,20.0,4.0,0.003979180925398316
MONDO_0017240,Q75.4,Q75,6.0,2.0,0.0011937542776194949
MONDO_0018426,D12.6,D12,2865.0,2263.0,0.5700176675633087
MONDO_0019107,D58.8,D58,2.0,1.0,0.0003979180925398316
MONDO_0019197,G40.3,G40,1.0,0.0,0.0001989590462699158
MONDO_0019558,L93.0,L93,157.0,34.0,0.03123657026437678
MONDO_0019902,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0014165,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0014555,Q80.8,Q80,1.0,0.0,0.0001989590462699158
MONDO_0015205,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0015367,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0016091,E75.2,E75,13.0,7.0,0.0025864676015089055
MONDO_0016408,E03.0,E03,14.0,1.0,0.002785426647778821
MONDO_0016408,E03.1,E03,13.0,0.0,0.0025864676015089055
MONDO_0016586,C96.2,C96,12.0,3.0,0.0023875085552389898
MONDO_0016871,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0017279,G20,G20,1386.0,326.0,0.2757572381301033
MONDO_0017405,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0017462,Q74.2,Q74,30.0,19.0,0.005968771388097474
MONDO_0017794,Q99.8,Q99,20.0,4.0,0.003979180925398316
MONDO_0017916,G11.4,G11,29.0,12.0,0.0057698123418275585
MONDO_0018160,C69.2,C69,9.0,7.0,0.0017906314164292422
MONDO_0019064,G11.4,G11,29.0,12.0,0.0057698123418275585
MONDO_0019421,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0019429,G31.8,G31,179.0,58.0,0.03561366928231493
MONDO_0019760,Q79.8,Q79,24.0,8.0,0.0047750171104779795
MONDO_0020368,Q15.0,Q15,17.0,8.0,0.0033823037865885687
EFO_0000618,G98,G98,38.0,26.0,0.0075604437582568
EFO_0003884,N18.9,N18,3115.0,466.0,0.6197574291307877
MONDO_0013036,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0014226,D72.8,D72,311.0,80.0,0.061876263389943814
MONDO_0015411,Q18.8,Q18,3.0,2.0,0.0005968771388097474
MONDO_0015674,E75.4,E75,1.0,0.0,0.0001989590462699158
MONDO_0015824,Q75.1,Q75,2.0,2.0,0.0003979180925398316
MONDO_0016493,G61.0,G61,244.0,191.0,0.04854600728985946
MONDO_0017770,Q87.1,Q87,14.0,2.0,0.002785426647778821
MONDO_0018122,Q87.2,Q87,13.0,2.0,0.0025864676015089055
MONDO_0018838,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0019514,K76.5,K76,8.0,0.0,0.0015916723701593265
MONDO_0019654,N04.8,N04,10.0,5.0,0.001989590462699158
MONDO_0020481,G71.1,G71,71.0,24.0,0.014126092285164022
MONDO_0020523,E21.0,E21,570.0,338.0,0.113406656373852
EFO_0004719,L10.0,L10,12.0,9.0,0.0023875085552389898
MONDO_0013907,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0013922,Q87.1,Q87,14.0,2.0,0.002785426647778821
MONDO_0015731,Q42.1,Q42,1.0,0.0,0.0001989590462699158
MONDO_0016302,Q20.3,Q20,5.0,3.0,0.000994795231349579
MONDO_0016833,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0017234,A81.8,A81,2.0,2.0,0.0003979180925398316
MONDO_0017745,E77.8,E77,8.0,1.0,0.0015916723701593265
MONDO_0018116,E74.2,E74,2.0,0.0,0.0003979180925398316
MONDO_0018656,E75.2,E75,13.0,7.0,0.0025864676015089055
MONDO_0018848,N13.5,N13,548.0,377.0,0.10902955735591385
MONDO_0019861,E03.1,E03,13.0,0.0,0.0025864676015089055
MONDO_0019876,Q99.8,Q99,20.0,4.0,0.003979180925398316
MONDO_0013762,E88.8,E88,25.0,8.0,0.004973976156747895
MONDO_0015732,Q42.1,Q42,1.0,0.0,0.0001989590462699158
MONDO_0019133,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0019695,Q74.8,Q74,5.0,2.0,0.000994795231349579
MONDO_0019801,E27.2,E27,58.0,34.0,0.011539624683655117
MONDO_0021439,D35.2,D35,463.0,335.0,0.09211803842297102
MONDO_0100294,G71.3,G71,33.0,18.0,0.006565648526907221
EFO_0001068,B50.9,B50,126.0,126.0,0.02506883983000939
EFO_0001068,B51.8,B51,2.0,2.0,0.0003979180925398316
EFO_0001068,B50.8,B50,8.0,8.0,0.0015916723701593265
EFO_0001068,B53.8,B53,1.0,1.0,0.0001989590462699158
EFO_0001068,B51.9,B51,11.0,11.0,0.0021885495089690736
EFO_0001068,B53.0,B53,1.0,1.0,0.0001989590462699158
EFO_0001068,B54,B54,42.0,40.0,0.008356279943336464
EFO_0001068,B52.9,B52,3.0,2.0,0.0005968771388097474
EFO_0001068,B50.0,B50,1.0,0.0,0.0001989590462699158
EFO_0005044,B55.1,B55,5.0,1.0,0.000994795231349579
EFO_0005044,B55.9,B55,1.0,1.0,0.0001989590462699158
EFO_0005044,B55.0,B55,1.0,0.0,0.0001989590462699158
EFO_0005044,B55.2,B55,1.0,0.0,0.0001989590462699158
EFO_0005221,C24.0,C24,80.0,53.0,0.015916723701593263
EFO_0005221,C22.1,C22,217.0,167.0,0.04317411304057173
EFO_0005221,C24.8,C24,6.0,4.0,0.0011937542776194949
EFO_0005221,C24.8,C24,6.0,4.0,0.0011937542776194949
EFO_0005221,C24.0,C24,80.0,53.0,0.015916723701593263
EFO_0005221,C24.9,C24,43.0,31.0,0.00855523898960638
EFO_0005221,C24.9,C24,43.0,31.0,0.00855523898960638
MONDO_0013737,G11.4,G11,29.0,12.0,0.0057698123418275585
MONDO_0013991,E66.8,E66,1779.0,484.0,0.35394814331418023
MONDO_0014132,G31.8,G31,179.0,58.0,0.03561366928231493
MONDO_0014209,G31.8,G31,179.0,58.0,0.03561366928231493
MONDO_0014722,Q77.7,Q77,9.0,5.0,0.0017906314164292422
MONDO_0016331,E78.8,E78,136.0,0.0,0.02705843029270855
MONDO_0017741,E77.8,E77,8.0,1.0,0.0015916723701593265
MONDO_0018277,G71.2,G71,7.0,2.0,0.0013927133238894106
MONDO_0018997,Q87.1,Q87,14.0,2.0,0.002785426647778821
MONDO_0019418,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0019419,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0019981,Q61.4,Q61,14.0,4.0,0.002785426647778821
MONDO_0020524,E21.0,E21,570.0,338.0,0.113406656373852
MONDO_0013272,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0013292,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0013870,E77.8,E77,8.0,1.0,0.0015916723701593265
MONDO_0014413,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0015371,L90.8,L90,15.0,7.0,0.002984385694048737
MONDO_0016236,D18.0,D18,1823.0,1337.0,0.3627023413500565
MONDO_0016344,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0016491,D58.2,D58,25.0,6.0,0.004973976156747895
MONDO_0017146,D57.1,D57,108.0,34.0,0.021487576997150905
MONDO_0017146,D57.2,D57,6.0,3.0,0.0011937542776194949
MONDO_0017146,D57.8,D57,11.0,1.0,0.0021885495089690736
MONDO_0017146,D57.3,D57,349.0,1.0,0.06943670714820062
MONDO_0017146,D57.0,D57,27.0,24.0,0.005371894249287726
MONDO_0017698,E74.0,E74,13.0,5.0,0.0025864676015089055
MONDO_0017939,G71.2,G71,7.0,2.0,0.0013927133238894106
MONDO_0019501,H35.5,H35,106.0,13.0,0.021089658904611074
MONDO_0019978,Q87.1,Q87,14.0,2.0,0.002785426647778821
MONDO_0019986,N04.8,N04,10.0,5.0,0.001989590462699158
EFO_0000326,C72.9,C72,5.0,3.0,0.000994795231349579
EFO_0000731,D25.9,D25,10700.0,7129.0,2.128861795088099
MONDO_0013143,D68.5,D68,117.0,3.0,0.023278208413580147
MONDO_0013275,D55.2,D55,1.0,1.0,0.0001989590462699158
MONDO_0014332,E74.8,E74,5.0,0.0,0.000994795231349579
MONDO_0015053,D84.1,D84,21.0,10.0,0.004178139971668232
MONDO_0016085,Q78.0,Q78,42.0,10.0,0.008356279943336464
MONDO_0016433,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0016851,Q99.8,Q99,20.0,4.0,0.003979180925398316
MONDO_0016906,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0017056,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0017076,Q05.6,Q05,1.0,0.0,0.0001989590462699158
MONDO_0017076,Q05.9,Q05,162.0,13.0,0.03223136549572636
MONDO_0017076,Q05.4,Q05,16.0,1.0,0.003183344740318653
MONDO_0017076,Q05.8,Q05,4.0,1.0,0.0007958361850796633
MONDO_0017076,Q05.7,Q05,10.0,2.0,0.001989590462699158
MONDO_0017076,Q05.1,Q05,1.0,0.0,0.0001989590462699158
MONDO_0017480,Q72.0,Q72,1.0,0.0,0.0001989590462699158
MONDO_0017518,Q72.8,Q72,5.0,2.0,0.000994795231349579
MONDO_0017773,E78.6,E78,27.0,0.0,0.005371894249287726
MONDO_0018911,E11.9,E11,23756.0,699.0,4.7264711031881195
EFO_0000630,C71.9,C71,360.0,242.0,0.07162525665716969
EFO_0000630,C71.9,C71,360.0,242.0,0.07162525665716969
MONDO_0014020,G11.4,G11,29.0,12.0,0.0057698123418275585
MONDO_0016350,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0016480,Q87.1,Q87,14.0,2.0,0.002785426647778821
MONDO_0018253,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0019193,E88.1,E88,25.0,11.0,0.004973976156747895
MONDO_0020160,H02.0,H02,788.0,750.0,0.15677972846069366
MONDO_0013304,D68.0,D68,135.0,49.0,0.026859471246438633
MONDO_0013360,Q76.3,Q76,6.0,2.0,0.0011937542776194949
MONDO_0013583,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0014039,G71.3,G71,33.0,18.0,0.006565648526907221
MONDO_0014129,G71.0,G71,82.0,27.0,0.016314641794133097
MONDO_0015425,Q78.8,Q78,3.0,0.0,0.0005968771388097474
MONDO_0017329,N13.7,N13,37.0,13.0,0.007361484711986885
MONDO_0019148,E75.5,E75,23.0,8.0,0.004576058064208063
MONDO_0019946,H10.4,H10,36.0,28.0,0.007162525665716969
MONDO_0054559,E77.8,E77,8.0,1.0,0.0015916723701593265
MONDO_0014336,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0014421,E25.8,E25,1.0,1.0,0.0001989590462699158
MONDO_0014822,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0015738,G71.2,G71,7.0,2.0,0.0013927133238894106
MONDO_0016113,G12.2,G12,254.0,174.0,0.050535597752558614
MONDO_0016576,Q71.6,Q71,2.0,0.0,0.0003979180925398316
MONDO_0017581,E22.0,E22,124.0,102.0,0.02467092173746956
MONDO_0017761,E83.4,E83,445.0,98.0,0.08853677559011253
MONDO_0017761,E83.2,E83,3.0,1.0,0.0005968771388097474
MONDO_0017761,E83.5,E83,1334.0,391.0,0.2654113677240677
MONDO_0017761,E83.9,E83,11.0,7.0,0.0021885495089690736
MONDO_0017761,E83.3,E83,214.0,14.0,0.04257723590176198
MONDO_0017761,E83.0,E83,7.0,6.0,0.0013927133238894106
MONDO_0017761,E83.8,E83,2.0,0.0,0.0003979180925398316
MONDO_0017761,E83.1,E83,801.0,674.0,0.15936619606220256
MONDO_0018993,G60.0,G60,101.0,31.0,0.020094863673261496
MONDO_0020298,Q87.1,Q87,14.0,2.0,0.002785426647778821
MONDO_0020301,Q87.1,Q87,14.0,2.0,0.002785426647778821
MONDO_0024361,G47.2,G47,32.0,27.0,0.006366689480637306
MONDO_0100352,G24.8,G24,27.0,17.0,0.005371894249287726
MONDO_0013512,D56.0,D56,26.0,0.0,0.005172935203017811
MONDO_0013541,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0015601,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0016088,E79.8,E79,2.0,0.0,0.0003979180925398316
MONDO_0016893,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0017387,C49.9,C49,66.0,28.0,0.013131297053814443
MONDO_0018129,G11.8,G11,2.0,1.0,0.0003979180925398316
MONDO_0018249,Q87.2,Q87,13.0,2.0,0.0025864676015089055
MONDO_0021463,D35.1,D35,460.0,408.0,0.09152116128416127
MONDO_0013661,E71.1,E71,2.0,1.0,0.0003979180925398316
MONDO_0014131,Q82.8,Q82,86.0,52.0,0.01711047797921276
MONDO_0015148,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0015421,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0015695,D81.8,D81,1.0,1.0,0.0001989590462699158
MONDO_0016502,E70.3,E70,15.0,2.0,0.002984385694048737
MONDO_0017950,Q87.1,Q87,14.0,2.0,0.002785426647778821
MONDO_0018768,L50.2,L50,5.0,0.0,0.000994795231349579
MONDO_0019336,D12.6,D12,2865.0,2263.0,0.5700176675633087
MONDO_0020336,G71.0,G71,82.0,27.0,0.016314641794133097
EFO_0000558,C46.1,C46,3.0,0.0,0.0005968771388097474
EFO_0000558,C46.7,C46,6.0,1.0,0.0011937542776194949
EFO_0000558,C46.9,C46,5.0,1.0,0.000994795231349579
EFO_0000558,C46.0,C46,14.0,1.0,0.002785426647778821
EFO_0000558,C46.7,C46,6.0,1.0,0.0011937542776194949
EFO_0000558,C46.2,C46,1.0,0.0,0.0001989590462699158
EFO_0000558,C46.1,C46,3.0,0.0,0.0005968771388097474
EFO_0000558,C46.8,C46,1.0,0.0,0.0001989590462699158
EFO_0000558,C46.3,C46,2.0,1.0,0.0003979180925398316
EFO_0000558,C46.9,C46,5.0,1.0,0.000994795231349579
EFO_0000558,C46.3,C46,2.0,1.0,0.0003979180925398316
EFO_0000558,C46.2,C46,1.0,0.0,0.0001989590462699158
EFO_0000558,C46.0,C46,14.0,1.0,0.002785426647778821
MONDO_0014212,E72.1,E72,11.0,1.0,0.0021885495089690736
MONDO_0015101,Q07.8,Q07,9.0,3.0,0.0017906314164292422
MONDO_0015517,D83.2,D83,1.0,1.0,0.0001989590462699158
MONDO_0015517,D83.0,D83,4.0,4.0,0.0007958361850796633
MONDO_0015517,D83.9,D83,29.0,26.0,0.0057698123418275585
MONDO_0015517,D83.8,D83,4.0,3.0,0.0007958361850796633
MONDO_0015517,D83.1,D83,3.0,3.0,0.0005968771388097474
MONDO_0016048,E83.4,E83,445.0,98.0,0.08853677559011253
MONDO_0017140,Q04.8,Q04,8.0,3.0,0.0015916723701593265
MONDO_0017428,Q68.1,Q68,3.0,1.0,0.0005968771388097474
MONDO_0017566,Q74.2,Q74,30.0,19.0,0.005968771388097474
MONDO_0017809,E75.4,E75,1.0,0.0,0.0001989590462699158
MONDO_0018341,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0019922,Q99.8,Q99,20.0,4.0,0.003979180925398316
MONDO_0020342,G71.2,G71,7.0,2.0,0.0013927133238894106
MONDO_0020372,Q12.0,Q12,80.0,53.0,0.015916723701593263
MONDO_0020558,G60.0,G60,101.0,31.0,0.020094863673261496
MONDO_0013808,Q78.4,Q78,4.0,1.0,0.0007958361850796633
MONDO_0015468,Q75.0,Q75,3.0,1.0,0.0005968771388097474
MONDO_0015635,Q82.5,Q82,71.0,66.0,0.014126092285164022
MONDO_0016620,M89.4,M89,2.0,0.0,0.0003979180925398316
MONDO_0017172,E76.2,E76,5.0,1.0,0.000994795231349579
MONDO_0017239,L81.8,L81,69.0,49.0,0.01372817419262419
MONDO_0017990,I47.2,I47,1039.0,555.0,0.2067184490744425
MONDO_0019309,Q81.8,Q81,1.0,0.0,0.0001989590462699158
MONDO_0019387,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0019964,D38.4,D38,14.0,5.0,0.002785426647778821
MONDO_0020721,D64.0,D64,11.0,5.0,0.0021885495089690736
EFO_0003782,G12.2,G12,254.0,174.0,0.050535597752558614
EFO_0003893,C56,C56,1452.0,1046.0,0.2888885351839177
MONDO_0014142,G71.2,G71,7.0,2.0,0.0013927133238894106
MONDO_0016121,G71.1,G71,71.0,24.0,0.014126092285164022
MONDO_0016988,E16.1,E16,50.0,30.0,0.00994795231349579
MONDO_0017574,K59.8,K59,358.0,237.0,0.07122733856462986
MONDO_0017729,E75.2,E75,13.0,7.0,0.0025864676015089055
MONDO_0017850,Q87.2,Q87,13.0,2.0,0.0025864676015089055
MONDO_0019551,G60.0,G60,101.0,31.0,0.020094863673261496
MONDO_0019603,Q87.5,Q87,2.0,0.0,0.0003979180925398316
MONDO_0019854,E03.1,E03,13.0,0.0,0.0025864676015089055
MONDO_0019875,Q87.3,Q87,2.0,1.0,0.0003979180925398316
MONDO_0020250,H47.2,H47,70.0,9.0,0.013927133238894105
EFO_0002430,D47.4,D47,67.0,45.0,0.013330256100084358
EFO_0002430,D47.4,D47,67.0,45.0,0.013330256100084358
EFO_0003902,T08,T08,10.0,4.0,0.001989590462699158
MONDO_0013577,E65,E65,99.0,76.0,0.019696945580721666
MONDO_0015231,E26.8,E26,3.0,0.0,0.0005968771388097474
MONDO_0015262,Q76.3,Q76,6.0,2.0,0.0011937542776194949
MONDO_0016057,Q01.1,Q01,2.0,1.0,0.0003979180925398316
MONDO_0016057,Q01.9,Q01,3.0,0.0,0.0005968771388097474
MONDO_0016366,E70.1,E70,1.0,0.0,0.0001989590462699158
MONDO_0016878,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0017672,Q82.8,Q82,86.0,52.0,0.01711047797921276
MONDO_0017896,C73,C73,642.0,435.0,0.12773170770528594
MONDO_0018686,A81.0,A81,17.0,16.0,0.0033823037865885687
MONDO_0018949,G71.0,G71,82.0,27.0,0.016314641794133097
MONDO_0019517,E70.3,E70,15.0,2.0,0.002984385694048737
MONDO_0020491,Q04.3,Q04,2.0,0.0,0.0003979180925398316
EFO_0005567,C45.1,C45,8.0,7.0,0.0015916723701593265
MONDO_0013060,G24.1,G24,9.0,6.0,0.0017906314164292422
MONDO_0013178,G71.2,G71,7.0,2.0,0.0013927133238894106
MONDO_0014720,H47.2,H47,70.0,9.0,0.013927133238894105
MONDO_0015204,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0015784,Q87.1,Q87,14.0,2.0,0.002785426647778821
MONDO_0017177,Q87.3,Q87,2.0,1.0,0.0003979180925398316
MONDO_0018155,G12.2,G12,254.0,174.0,0.050535597752558614
MONDO_0018156,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0018214,G40.3,G40,1.0,0.0,0.0001989590462699158
MONDO_0019518,Q87.8,Q87,28.0,5.0,0.005570853295557642
EFO_0004698,G47.0,G47,176.0,54.0,0.03501679214350518
EFO_0004698,G47.0,G47,176.0,54.0,0.03501679214350518
EFO_0005582,C65,C65,114.0,74.0,0.0226813312747704
EFO_0005582,C65,C65,114.0,74.0,0.0226813312747704
MONDO_0013144,D68.5,D68,117.0,3.0,0.023278208413580147
MONDO_0013232,Q77.7,Q77,9.0,5.0,0.0017906314164292422
MONDO_0013789,E77.8,E77,8.0,1.0,0.0015916723701593265
MONDO_0015473,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0016863,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0018278,G71.2,G71,7.0,2.0,0.0013927133238894106
MONDO_0018648,D16.4,D16,92.0,83.0,0.018304232256832254
MONDO_0018975,Q85.0,Q85,121.0,61.0,0.024074044598659812
MONDO_0019897,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0013478,E88.1,E88,25.0,11.0,0.004973976156747895
MONDO_0014015,G11.4,G11,29.0,12.0,0.0057698123418275585
MONDO_0014109,E77.8,E77,8.0,1.0,0.0015916723701593265
MONDO_0016482,Q87.1,Q87,14.0,2.0,0.002785426647778821
MONDO_0016518,Q82.8,Q82,86.0,52.0,0.01711047797921276
MONDO_0017466,Q74.0,Q74,25.0,13.0,0.004973976156747895
MONDO_0017559,Q68.8,Q68,18.0,5.0,0.0035812628328584844
MONDO_0018133,E70.3,E70,15.0,2.0,0.002984385694048737
MONDO_0018250,Q82.8,Q82,86.0,52.0,0.01711047797921276
MONDO_0019263,E80.0,E80,2.0,0.0,0.0003979180925398316
MONDO_0019893,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0013308,Q87.1,Q87,14.0,2.0,0.002785426647778821
MONDO_0013797,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0013987,G31.8,G31,179.0,58.0,0.03561366928231493
MONDO_0015036,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0015267,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0015571,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0015994,G71.2,G71,7.0,2.0,0.0013927133238894106
MONDO_0016564,G23.1,G23,13.0,6.0,0.0025864676015089055
MONDO_0017398,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0017483,Q71.8,Q71,2.0,0.0,0.0003979180925398316
MONDO_0018022,D56.8,D56,4.0,0.0,0.0007958361850796633
MONDO_0018029,D68.2,D68,365.0,17.0,0.07262005188851926
MONDO_0018257,Q06.4,Q06,1.0,0.0,0.0001989590462699158
MONDO_0018321,G20,G20,1386.0,326.0,0.2757572381301033
MONDO_0018329,G24.1,G24,9.0,6.0,0.0017906314164292422
MONDO_0019327,Q85.8,Q85,29.0,8.0,0.0057698123418275585
MONDO_0020531,E71.3,E71,6.0,2.0,0.0011937542776194949
MONDO_0014044,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0015638,G40.2,G40,1.0,0.0,0.0001989590462699158
MONDO_0015700,D84.1,D84,21.0,10.0,0.004178139971668232
EFO_0004227,A91,A91,2.0,2.0,0.0003979180925398316
EFO_0005676,K75.4,K75,191.0,104.0,0.03800117783755392
MONDO_0013049,E77.8,E77,8.0,1.0,0.0015916723701593265
MONDO_0013238,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0014094,D64.0,D64,11.0,5.0,0.0021885495089690736
MONDO_0014386,D69.1,D69,14.0,5.0,0.002785426647778821
